0,222,233,10,12,163,38,33,82,28,1,3,5,938,1,663,6,9,0,83,356,5,25,0,6,407,0,1,0,3,0,2,0,0,2,0,0,2,0,0,0,1,2,1,0,0,0,0,1,12,0,2,0,0,2,1,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,10,2,0,0,71,133
438,0,389,43,99,3768,1074,1768,635,1332,141,205,17,46,5,42,41,15,5,2021,1069,42,73,23,95,171,10,11,10,10,13,28,3,9,25,0,10,3,4,0,6,16,4,15,8,3,9,2,10,472,1,1,1,7,1,13,1,12,2,22,3,14,11,0,2,7,2,0,5,140,15,5,10,14,32,15,1,2,0,5,5,4,88,6,2,34,125,712
99,72,0,7,17,92,60,38,34,6,1,1,10,282,8,253,3,82,6,102,125,30,4,7,6,178,1,0,1,6,134,8,13,1,2,0,17,0,2,0,0,5,0,3,0,0,0,0,2,23,0,1,3,0,1,0,4,0,13,7,6,0,49,0,2,4,1,0,0,7,14,1,0,2,10,14,13,1,0,0,2,0,4,0,0,2,44,144
9,7,2,0,4,11,5,125,3,36,0,0,163,112,7,65,251,11,27,1,7,316,8,5,4,16,0,0,0,28,11,8,0,3,42,0,0,0,0,0,0,2,0,22,0,0,0,0,12,0,1,10,2,1,0,7,12,1,7,0,50,0,12,0,0,2,4,0,0,4,3,0,1,6,10,2,0,437,0,0,1,0,3,0,0,6,27,0
14,44,20,11,0,45,94,2,6,15,6,0,2,8,3,7,3,0,0,36,70,2,1,2,0,36,0,1,0,2,0,5,0,2,0,0,0,0,9,0,0,1,20,2,4,0,0,2,0,1,3,4,2,1,0,2,12,0,1,2,0,4,1,1,2,0,0,0,0,3,1,11,0,10,0,44,2,0,0,3,4,0,0,0,0,4,5,23
49,1373,284,8,47,0,331,218,235,19,8,17,29,126,24,32,8,4,1,1345,672,3,10,0,0,184,0,0,0,3,1,11,71,1,10,0,11,0,0,0,5,12,3,13,3,1,6,2,1,295,0,1,2,0,1,8,3,1,0,19,30,13,1,1,2,7,1,0,1,42,5,1,6,1,10,25,1,6,0,2,1,0,67,2,0,8,78,290
21,849,159,11,153,488,0,26,270,10,0,15,7,27,7,29,9,6,3,436,321,6,8,3,7,71,2,0,0,1,4,17,55,2,27,0,7,0,1,0,0,65,2,3,0,0,1,0,6,757,0,2,4,0,12,20,5,0,1,1,36,12,7,0,0,2,0,0,0,20,7,0,2,17,9,39,2,5,0,2,2,0,101,1,0,21,114,93
2,32,22,263,3,22,8,0,13,39,0,0,1361,7,0,5,34,4,119,11,11,4,113,857,0,15,0,0,0,22,153,9,0,0,1,0,6,1,0,0,0,16,0,4,0,0,0,0,0,14,0,1,1,0,0,3,3,0,7,0,0,0,0,0,0,0,0,0,0,5,403,0,2,4,0,1,156,6,0,0,0,0,3,3,0,14,2,6
51,262,34,0,17,168,215,37,0,22,1,24,33,37,1,27,7,6,0,111,40,6,23,0,13,46,0,1,1,12,2,2,34,0,5,0,6,1,1,0,0,97,0,0,0,0,0,0,4,0,0,1,0,0,2,1,11,3,0,0,3,0,2,0,5,1,0,0,0,9,1,0,0,3,2,9,0,0,0,1,4,0,0,1,0,2,56,54
8,708,33,54,9,15,5,71,37,0,0,2,204,7,6,58,26,198,18,70,29,10,196,14,7,15,6,0,1,504,32,35,0,1,7,0,2,0,1,0,2,4,0,41,0,2,3,1,5,33,0,7,5,0,2,12,40,0,16,0,2,1,5,0,3,1,1,0,4,293,11,0,2,2,0,0,1,56,0,0,54,0,22,0,0,15,19,3
0,122,1,1,9,19,0,2,0,5,0,0,3,0,2,1,4,2,0,20,4,1,4,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,3,0,0,1,0,1,0,0,4,0,11
0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,47,14,0,0,0,11,1,5,17,37,2,0,3,62,0,0,28,0,1,0,5,0,0,0,17,0,11,17,0,0,0,11,0,0,3,2,0,2,1,0,0,0,11,0,0,0,29,2,0,1,0
2,3,2,102,5,0,1,451,0,33,1,2,0,3,2,16,8,23,14,9,67,3,238,4,63,0,0,0,0,237,7,4,0,0,0,0,1,0,1,0,0,1,0,3,0,0,0,0,0,0,0,1,2,0,0,8,0,0,1,0,0,0,6,0,0,0,0,0,1,66,0,0,0,0,0,0,3,1,0,1,29,0,1,0,0,1,2,0
607,42,849,148,14,217,25,7,39,2,1,5,4,0,0,2416,19,6,2,49,652,22,5,0,2,823,1,0,1,3,3,1,0,0,96,0,1,0,1,0,0,2,0,2,0,3,1,6,2,19,0,8,1,6,0,2,24,5,0,0,0,0,1,1,2,1,1,0,2,4,3,0,1,0,2,3,0,2,0,1,0,0,12,1,0,5,49,102
1,10,7,9,2,1,7,0,2,3,1,0,0,0,0,10,14,12,2,1,0,3,2,2,2,2,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,4,1,0,1,1,0,1,1,4,0,3,0,1,0,8,0,0,0,0,0,0,15,0,0,0,4,5,0,0,6,0,10,20,0,1,0,0,6,8,1
450,30,580,107,4,55,41,4,14,32,0,1,14,1772,1,0,50,29,3,46,272,21,17,7,10,466,1,0,0,35,15,27,0,0,108,0,0,1,0,0,0,2,0,3,0,0,2,0,5,19,677,0,5,0,1,8,25,0,0,0,2,2,7,0,0,0,0,0,0,14,2,0,1,1,1,2,0,8,0,0,6,0,10,2,0,1,49,36
2,11,13,405,5,9,8,41,19,48,0,1,12,29,25,84,0,33,17,9,31,1627,2,2,4,12,10,0,2,4,8,31,0,5,34,0,7,5,0,0,0,14,0,2,1,1,6,0,1,12,14,1,4,1,1,9,18,9,14,0,574,0,8,0,1,22,2,0,18,5,16,25,14,10,2,0,1,2,0,0,3,0,15,2,0,74,18,10
13,7,51,18,2,9,3,11,14,192,0,0,19,11,9,64,33,0,57,98,19,93,20,15,11,1,0,0,0,18,205,137,0,0,3,0,8,0,1,0,0,10,0,38,0,0,1,0,137,5,1,2,0,0,4,60,40,0,23,0,10,1,114,0,0,5,4,0,0,33,8,3,3,3,4,1,8,417,0,2,12,0,4,1,0,5,21,8
3,1,4,48,0,4,1,179,2,14,4,0,27,0,6,21,14,33,0,7,12,11,10,502,1,0,0,1,0,9,1575,14,0,1,2,0,11,0,0,0,0,2,10,14,2,1,0,0,21,2,0,0,1,0,0,12,1,0,3,0,2,7,7,3,2,2,0,0,0,3,455,0,0,0,0,0,252,10,0,1,2,0,1,13,0,1,25,0
59,1080,249,23,36,1531,392,12,147,44,9,10,12,56,1,77,14,117,9,0,389,9,27,7,11,84,2,0,0,20,13,123,0,1,10,0,3,0,0,1,2,173,0,4,0,1,3,0,2,416,0,5,1,0,0,117,18,1,0,20,26,11,3,0,0,9,2,0,2,18,2,1,0,3,3,27,1,9,0,6,10,0,102,3,0,19,202,339
245,731,364,13,43,864,288,49,80,50,5,24,99,508,4,203,30,20,8,309,0,68,22,1,69,357,5,4,2,40,9,24,3,1,16,0,10,4,3,0,1,3,2,19,5,2,10,1,9,184,0,43,9,0,1,25,14,0,0,18,40,2,3,0,1,1,0,0,0,23,9,0,16,17,56,66,0,6,0,10,12,0,113,1,0,55,124,309
3,14,56,506,3,3,9,3,3,6,0,0,4,6,2,17,769,101,15,3,39,0,3,8,1,10,5,1,2,6,94,8,1,0,10,0,15,0,1,0,0,32,0,5,0,0,0,1,4,3,0,2,3,0,1,2,20,1,16,0,235,0,40,0,0,9,0,0,0,1,3,1,1,30,11,1,0,6,0,2,0,0,1,0,0,98,13,29
